INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
1987-020AX,18970,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,1990-05-18,98.39,73.38,812,551,,,0,SMALL,5942,1987,20,AX,Y,COSMOS 1823 DEB,1987-020AX,18970
1987-020DE,20154,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,1990-05-16,97.48,73.39,702,574,,,0,SMALL,1,1987,20,DE,Y,COSMOS 1823 DEB,1987-020DE,20154
1990-032C,20588,DEBRIS,FOTON 3 DEB,CIS,1990-04-11,PKMTR,1990-05-16,87.19,62.78,140,131,,,0,LARGE,1,1990,32,C,Y,FOTON 3 DEB,1990-032C,20588
1990-044C,20617,DEBRIS,SL-4 DEB,CIS,1990-05-15,TTMTR,1990-05-16,88.65,70.01,244,171,,,0,,1,1990,44,C,Y,SL-4 DEB,1990-044C,20617
1983-058F,17331,DEBRIS,ARIANE 1 DEB,ESA,1983-06-16,FRGUI,1990-05-16,101.07,7.38,1463,156,,,0,MEDIUM,6978,1983,58,F,Y,ARIANE 1 DEB,1983-058F,17331
1987-060D,18524,DEBRIS,SL-11 DEB,CIS,1987-07-10,TTMTR,1990-05-15,88.27,64.94,197,181,,,0,LARGE,5942,1987,60,D,Y,SL-11 DEB,1987-060D,18524
1990-035G,20595,DEBRIS,COSMOS 2073 DEB,CIS,1990-04-17,PKMTR,1990-05-13,87.62,82.33,163,150,,,0,MEDIUM,1,1990,35,G,Y,COSMOS 2073 DEB,1990-035G,20595
1990-040C,20598,DEBRIS,SL-6 PLAT,CIS,1990-04-28,PKMTR,1990-05-13,87.74,62.84,192,133,,,0,LARGE,1,1990,40,C,Y,SL-6 PLAT,1990-040C,20598
1990-042B,20605,ROCKET BODY,SL-4 R/B,CIS,1990-05-07,PKMTR,1990-05-12,87.79,62.81,185,145,,,0,MEDIUM,6978,1990,42,B,Y,SL-4 R/B,1990-042B,20605
1979-017P,16036,DEBRIS,SOLWIND DEB,US,1979-02-24,AFWTR,1990-05-12,88.79,98.09,225,205,,,0,SMALL,5942,1979,17,P,Y,SOLWIND DEB,1979-017P,16036
1990-042C,20606,DEBRIS,COSMOS 2077 DEB,CIS,1990-05-07,PKMTR,1990-05-08,88.83,62.79,261,172,,,0,,1,1990,42,C,Y,COSMOS 2077 DEB,1990-042C,20606
1989-100L,20532,DEBRIS,COSMOS 2053 DEB,CIS,1989-12-27,PKMTR,1990-05-07,89.53,73.49,264,238,,,0,MEDIUM,1,1989,100,L,Y,COSMOS 2053 DEB,1989-100L,20532
1990-032E,20590,DEBRIS,FOTON 3 DEB,CIS,1990-04-11,PKMTR,1990-05-07,89.27,62.8,259,217,,,0,LARGE,1,1990,32,E,Y,FOTON 3 DEB,1990-032E,20590
1990-041B,20603,ROCKET BODY,SL-4 R/B,CIS,1990-05-05,TTMTR,1990-05-07,87.79,51.63,175,155,,,0,SMALL,1,1990,41,B,Y,SL-4 R/B,1990-041B,20603
1972-058AT,7871,DEBRIS,DELTA 1 DEB,US,1972-07-23,AFWTR,1990-05-07,88.85,97.87,227,209,,,0,MEDIUM,1,1972,58,AT,Y,DELTA 1 DEB,1972-058AT,7871
1970-025EQ,4860,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,1990-05-06,90.86,98.71,335,298,,,0,SMALL,5942,1970,25,EQ,Y,THORAD AGENA D DEB,1970-025EQ,4860
1976-041D,8844,ROCKET BODY,SL-6 R/B(2),CIS,1976-05-12,PKMTR,1990-05-05,710.55,61.91,39869,129,,,0,LARGE,5942,1976,41,D,Y,SL-6 R/B(2),1976-041D,8844
1987-011D,17400,ROCKET BODY,SL-11 R/B,CIS,1987-02-01,TTMTR,1990-05-04,89.15,64.93,246,219,,,0,LARGE,5942,1987,11,D,Y,SL-11 R/B,1987-011D,17400
1990-040E,20600,DEBRIS,SL-6 DEB,CIS,1990-04-28,PKMTR,1990-05-03,91.17,62.87,478,185,,,0,,1,1990,40,E,Y,SL-6 DEB,1990-040E,20600
1990-035H,20601,DEBRIS,COSMOS 2073 DEB,CIS,1990-04-17,PKMTR,1990-05-02,88.37,82.35,219,169,,,0,LARGE,1,1990,35,H,Y,COSMOS 2073 DEB,1990-035H,20601
1990-032D,20589,DEBRIS,FOTON 3 DEB,CIS,1990-04-11,PKMTR,1990-05-01,88.64,62.79,238,177,,,0,MEDIUM,1,1990,32,D,Y,FOTON 3 DEB,1990-032D,20589
1990-035F,20594,DEBRIS,COSMOS 2073 DEB,CIS,1990-04-17,PKMTR,1990-05-01,88.26,82.35,197,180,,,0,LARGE,1,1990,35,F,Y,COSMOS 2073 DEB,1990-035F,20594
1989-100K,20531,DEBRIS,COSMOS 2053 DEB,CIS,1989-12-27,PKMTR,1990-04-30,89.15,73.49,245,220,,,0,MEDIUM,1,1989,100,K,Y,COSMOS 2053 DEB,1989-100K,20531
1965-082CQ,1753,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1965-10-15,AFETR,1990-04-30,90.19,32.19,289,279,,,0,MEDIUM,5942,1965,82,CQ,Y,TITAN 3C TRANSTAGE DEB,1965-082CQ,1753
1990-035D,20592,DEBRIS,COSMOS 2073 DEB,CIS,1990-04-17,PKMTR,1990-04-29,89.53,82.35,277,226,,,0,SMALL,1,1990,35,D,Y,COSMOS 2073 DEB,1990-035D,20592
1990-035E,20593,DEBRIS,COSMOS 2073 DEB,CIS,1990-04-17,PKMTR,1990-04-29,89.52,82.39,273,228,,,0,,1,1990,35,E,Y,COSMOS 2073 DEB,1990-035E,20593
1983-044AY,15731,DEBRIS,COSMOS 1461 DEB,CIS,1983-05-07,TTMTR,1990-04-29,87.53,64.89,170,134,,,0,SMALL,5942,1983,44,AY,Y,COSMOS 1461 DEB,1983-044AY,15731
1990-035C,20591,DEBRIS,COSMOS 2073 DEB,CIS,1990-04-17,PKMTR,1990-04-29,88.13,82.35,190,174,,,0,MEDIUM,6978,1990,35,C,Y,COSMOS 2073 DEB,1990-035C,20591
1990-037A,20579,PAYLOAD,STS 31,US,1990-04-24,AFETR,1990-04-29,96.96,28.47,617,609,,,0,MEDIUM,6978,1990,37,A,Y,STS 31,1990-037A,20579
1980-089AB,13331,DEBRIS,COSMOS 1220 DEB,CIS,1980-11-04,TTMTR,1990-04-28,89.78,64.94,273,255,,,0,SMALL,5942,1980,89,AB,Y,COSMOS 1220 DEB,1980-089AB,13331
1986-019LE,17688,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,1990-04-28,91.62,97.81,373,335,,,0,SMALL,5942,1986,19,LE,Y,ARIANE 1 DEB,1986-019LE,17688
1990-020A,20513,PAYLOAD,PROGRESS-M 3,CIS,1990-02-28,TTMTR,1990-04-28,92.35,51.62,400,380,,,0,,1,1990,20,A,Y,PROGRESS-M 3,1990-020A,20513
1989-100J,20522,DEBRIS,COSMOS 2053 DEB,CIS,1989-12-27,PKMTR,1990-04-28,88.79,73.48,227,203,,,0,SMALL,1,1989,100,J,Y,COSMOS 2053 DEB,1989-100J,20522
1990-035A,20573,PAYLOAD,COSMOS 2073,CIS,1990-04-17,PKMTR,1990-04-28,89.58,82.36,281,226,,,0,,1,1990,35,A,Y,COSMOS 2073,1990-035A,20573
1990-032A,20566,PAYLOAD,FOTON 3,CIS,1990-04-11,PKMTR,1990-04-27,90.07,62.8,345,211,,,0,LARGE,1,1990,32,A,Y,FOTON 3,1990-032A,20566
1971-015Y,5099,DEBRIS,COSMOS 397 DEB,CIS,1971-02-25,TTMTR,1990-04-27,90.44,65.61,325,267,,,0,SMALL,5942,1971,15,Y,Y,COSMOS 397 DEB,1971-015Y,5099
1965-082LC,2932,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1965-10-15,AFETR,1990-04-26,89.99,32.08,281,267,,,0,MEDIUM,5942,1965,82,LC,Y,TITAN 3C TRANSTAGE DEB,1965-082LC,2932
1987-020BX,19392,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,1990-04-26,95.21,73.37,573,485,,,0,SMALL,5942,1987,20,BX,Y,COSMOS 1823 DEB,1987-020BX,19392
1983-044CD,17013,DEBRIS,COSMOS 1461 DEB,CIS,1983-05-07,TTMTR,1990-04-25,88.79,64.97,227,203,,,0,MEDIUM,5942,1983,44,CD,Y,COSMOS 1461 DEB,1983-044CD,17013
1971-015DA,17662,DEBRIS,COSMOS 397 DEB,CIS,1971-02-25,TTMTR,1990-04-24,90.81,65.79,342,286,,,0,SMALL,5942,1971,15,DA,Y,COSMOS 397 DEB,1971-015DA,17662
1989-100H,20515,DEBRIS,COSMOS 2053 DEB,CIS,1989-12-27,PKMTR,1990-04-24,90.03,73.5,291,262,,,0,MEDIUM,1,1989,100,H,Y,COSMOS 2053 DEB,1989-100H,20515
1966-005L,19366,DEBRIS,TRANSIT 11 DEB,US,1966-01-28,AFWTR,1990-04-24,98.82,89.79,749,656,,,0,MEDIUM,6978,1966,5,L,Y,TRANSIT 11 DEB,1966-005L,19366
1986-019HB,17464,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,1990-04-23,92.65,98.84,425,384,,,0,SMALL,5942,1986,19,HB,Y,ARIANE 1 DEB,1986-019HB,17464
1988-045A,19193,PAYLOAD,COSMOS 1949,CIS,1988-05-28,TTMTR,1990-04-23,87.76,64.97,176,151,,,0,LARGE,5942,1988,45,A,Y,COSMOS 1949,1988-045A,19193
1978-009E,10802,ROCKET BODY,SL-6 R/B(2),CIS,1978-01-24,PKMTR,1990-04-23,92.05,63.47,512,238,,,0,LARGE,1,1978,9,E,Y,SL-6 R/B(2),1978-009E,10802
1986-019UX,19357,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,1990-04-22,95.76,97.97,596,515,,,0,MEDIUM,6978,1986,19,UX,Y,ARIANE 1 DEB,1986-019UX,19357
1990-026B,20537,ROCKET BODY,SL-6 R/B(1),CIS,1990-03-27,PKMTR,1990-04-22,87.96,62.74,201,146,,,0,LARGE,1,1990,26,B,Y,SL-6 R/B(1),1990-026B,20537
1985-121E,16438,DEBRIS,SL-16 DEB,CIS,1985-12-28,TTMTR,1990-04-22,88.35,70.91,202,184,,,0,MEDIUM,5942,1985,121,E,Y,SL-16 DEB,1985-121E,16438
1990-032B,20567,ROCKET BODY,SL-4 R/B,CIS,1990-04-11,PKMTR,1990-04-21,87.63,62.77,172,142,,,0,LARGE,6978,1990,32,B,Y,SL-4 R/B,1990-032B,20567
1986-019DL,17339,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,1990-04-20,90.54,98.15,321,281,,,0,SMALL,5942,1986,19,DL,Y,ARIANE 1 DEB,1986-019DL,17339
1983-033A,14002,PAYLOAD,ROHINI 3,IND,1983-04-17,SRI,1990-04-19,87.44,46.54,151,144,,,0,MEDIUM,5942,1983,33,A,Y,ROHINI 3,1983-033A,14002
1986-019QA,18169,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,1990-04-18,92.07,98.63,397,355,,,0,SMALL,1,1986,19,QA,Y,ARIANE 1 DEB,1986-019QA,18169
1990-035B,20574,ROCKET BODY,SL-4 R/B,CIS,1990-04-17,PKMTR,1990-04-18,87.72,82.35,179,144,,,0,LARGE,1,1990,35,B,Y,SL-4 R/B,1990-035B,20574
1990-033B,20569,ROCKET BODY,SL-4 R/B,CIS,1990-04-13,TTMTR,1990-04-16,87.77,64.77,178,150,,,0,LARGE,1,1990,33,B,Y,SL-4 R/B,1990-033B,20569
1970-025LR,5600,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,1990-04-16,90.92,99.98,342,297,,,0,SMALL,5942,1970,25,LR,Y,THORAD AGENA D DEB,1970-025LR,5600
1981-065D,19236,PAYLOAD,ISKRA 1,CIS,1981-07-10,TTMTR,1990-04-16,89.12,97.73,237,224,,,0,MEDIUM,6978,1981,65,D,Y,ISKRA 1,1981-065D,19236
1984-127A,15446,PAYLOAD,COSMOS 1615,CIS,1984-12-20,PKMTR,1990-04-15,87.49,65.78,157,143,,,0,LARGE,5942,1984,127,A,Y,COSMOS 1615,1984-127A,15446
1990-024D,20543,DEBRIS,COSMOS 2062 DEB,CIS,1990-03-22,PKMTR,1990-04-14,87.63,82.3,161,154,,,0,LARGE,1,1990,24,D,Y,COSMOS 2062 DEB,1990-024D,20543
1990-026C,20538,DEBRIS,SL-6 PLAT,CIS,1990-03-27,PKMTR,1990-04-10,88.13,62.8,223,140,,,0,LARGE,1,1990,26,C,Y,SL-6 PLAT,1990-026C,20538
1988-065A,19338,PAYLOAD,COSMOS 1960,CIS,1988-07-28,PKMTR,1990-04-09,87.41,65.79,153,139,,,0,LARGE,1,1988,65,A,Y,COSMOS 1960,1988-065A,19338
1986-019VL,20050,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,1990-04-09,96.93,97.75,645,578,,,0,,1,1986,19,VL,Y,ARIANE 1 DEB,1986-019VL,20050
1990-024C,20542,DEBRIS,COSMOS 2062 DEB,CIS,1990-03-22,PKMTR,1990-04-09,89.02,82.31,263,188,,,0,,1,1990,24,C,Y,COSMOS 2062 DEB,1990-024C,20542
1983-044AP,15722,DEBRIS,COSMOS 1461 DEB,CIS,1983-05-07,TTMTR,1990-04-09,88.84,64.92,228,206,,,0,SMALL,5942,1983,44,AP,Y,COSMOS 1461 DEB,1983-044AP,15722
1990-024E,20544,DEBRIS,COSMOS 2062 DEB,CIS,1990-03-22,PKMTR,1990-04-08,89.16,82.32,249,217,,,0,MEDIUM,1,1990,24,E,Y,COSMOS 2062 DEB,1990-024E,20544
1990-024G,20548,DEBRIS,COSMOS 2062 DEB,CIS,1990-03-22,PKMTR,1990-04-08,88.82,82.32,228,205,,,0,MEDIUM,1,1990,24,G,Y,COSMOS 2062 DEB,1990-024G,20548
1990-024F,20545,DEBRIS,COSMOS 2062 DEB,CIS,1990-03-22,PKMTR,1990-04-07,90.23,82.32,355,217,,,0,,1,1990,24,F,Y,COSMOS 2062 DEB,1990-024F,20545
1971-015CY,15787,DEBRIS,COSMOS 397 DEB,CIS,1971-02-25,TTMTR,1990-04-06,112.4,65.7,2092,579,,5,0,SMALL,5942,1971,15,CY,Y,COSMOS 397 DEB,1971-015CY,15787
1990-024A,20529,PAYLOAD,COSMOS 2062,CIS,1990-03-22,PKMTR,1990-04-05,89.67,82.33,285,231,,,0,LARGE,1,1990,24,A,Y,COSMOS 2062,1990-024A,20529
1990-025B,20534,ROCKET BODY,DELTA 2 R/B(1),US,1990-03-26,AFETR,1990-04-04,88.39,30.22,241,148,,,0,,1,1990,25,B,Y,DELTA 2 R/B(1),1990-025B,20534
1985-121F,16439,ROCKET BODY,SL-16 R/B,CIS,1985-12-28,TTMTR,1990-04-04,88.5,70.93,219,182,,,0,LARGE,6978,1985,121,F,Y,SL-16 R/B,1985-121F,16439
1984-068B,15081,ROCKET BODY,SL-8 R/B,CIS,1984-06-28,KYMTR,1990-04-03,87.25,50.61,152,125,,,0,LARGE,1,1984,68,B,Y,SL-8 R/B,1984-068B,15081
1989-100F,20467,DEBRIS,COSMOS 2053 DEB,CIS,1989-12-27,PKMTR,1990-03-31,90.46,73.45,308,286,,,0,,1,1989,100,F,Y,COSMOS 2053 DEB,1989-100F,20467
1986-019RD,18206,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,1990-03-31,93.45,98.19,462,425,,,0,SMALL,5942,1986,19,RD,Y,ARIANE 1 DEB,1986-019RD,18206
1986-019CM,17305,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,1990-03-31,92.64,98.32,429,379,,,0,MEDIUM,5942,1986,19,CM,Y,ARIANE 1 DEB,1986-019CM,17305
1970-089AB,5031,DEBRIS,COSMOS 374 DEB,CIS,1970-10-23,TTMTR,1990-03-30,90.26,62.93,294,280,,,0,MEDIUM,5942,1970,89,AB,Y,COSMOS 374 DEB,1970-089AB,5031
1989-048E,20093,ROCKET BODY,SL-12 R/B(AUX MOTOR),CIS,1989-06-21,TTMTR,1990-03-30,112.22,46.44,2553,104,,,0,LARGE,1,1989,48,E,Y,SL-12 R/B(AUX MOTOR),1989-048E,20093
1981-028AV,13443,DEBRIS,COSMOS 1260 DEB,CIS,1981-03-20,TTMTR,1990-03-29,90.9,65.1,331,306,,,0,MEDIUM,5942,1981,28,AV,Y,COSMOS 1260 DEB,1981-028AV,13443
1987-020BK,19152,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,1990-03-29,102.08,73.87,1053,662,,,0,SMALL,5942,1987,20,BK,Y,COSMOS 1823 DEB,1987-020BK,19152
1983-044CN,17099,DEBRIS,COSMOS 1461 DEB,CIS,1983-05-07,TTMTR,1990-03-28,89.76,64.97,279,245,,,0,MEDIUM,5942,1983,44,CN,Y,COSMOS 1461 DEB,1983-044CN,17099
1979-017AQ,16087,DEBRIS,SOLWIND DEB,US,1979-02-24,AFWTR,1990-03-28,88.01,97.84,179,173,,,0,MEDIUM,1,1979,17,AQ,Y,SOLWIND DEB,1979-017AQ,16087
1989-100D,20398,DEBRIS,COSMOS 2053 DEB,CIS,1989-12-27,PKMTR,1990-03-28,90.69,73.5,315,301,,,0,,1,1989,100,D,Y,COSMOS 2053 DEB,1989-100D,20398
1990-021B,20524,ROCKET BODY,TITAN 3 R/B,US,1990-03-14,AFETR,1990-03-28,87.51,28.6,174,128,,,0,LARGE,6978,1990,21,B,Y,TITAN 3 R/B,1990-021B,20524
1986-019PP,18146,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,1990-03-27,93.34,98.69,457,419,,,0,SMALL,5942,1986,19,PP,Y,ARIANE 1 DEB,1986-019PP,18146
1986-019NY,17996,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,1990-03-26,88.64,98.24,222,193,,,0,SMALL,5942,1986,19,NY,Y,ARIANE 1 DEB,1986-019NY,17996
1986-019QK,18178,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,1990-03-26,90.84,97.92,338,294,,,0,SMALL,5942,1986,19,QK,Y,ARIANE 1 DEB,1986-019QK,18178
1989-100G,20468,DEBRIS,COSMOS 2053 DEB,CIS,1989-12-27,PKMTR,1990-03-26,89.49,73.53,256,242,,,0,SMALL,6978,1989,100,G,Y,COSMOS 2053 DEB,1989-100G,20468
1990-012D,20482,DEBRIS,SL-8 DEB,CIS,1990-02-06,PKMTR,1990-03-24,91.03,65.66,494,157,,,0,,1,1990,12,D,Y,SL-8 DEB,1990-012D,20482
1990-024B,20530,ROCKET BODY,SL-4 R/B,CIS,1990-03-22,PKMTR,1990-03-23,87.78,82.31,171,158,,,0,LARGE,1,1990,24,B,Y,SL-4 R/B,1990-024B,20530
1985-094H,16264,DEBRIS,COSMOS 1691 DEB,CIS,1985-10-09,PKMTR,1990-03-23,97.7,82.37,681,616,,,0,MEDIUM,5942,1985,94,H,Y,COSMOS 1691 DEB,1985-094H,16264
1982-058B,13294,ROCKET BODY,WESTAR 5 R/B(PAM-D),US,1982-06-09,AFETR,1990-03-22,94.12,27.03,825,127,,,0,LARGE,5942,1982,58,B,Y,WESTAR 5 R/B(PAM-D),1982-058B,13294
1983-044DH,17744,DEBRIS,COSMOS 1461 DEB,CIS,1983-05-07,TTMTR,1990-03-22,88.82,64.96,225,207,,,0,MEDIUM,5942,1983,44,DH,Y,COSMOS 1461 DEB,1983-044DH,17744
1986-019TT,18684,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,1990-03-22,93.16,98.92,441,417,,,0,SMALL,1,1986,19,TT,Y,ARIANE 1 DEB,1986-019TT,18684
1981-053FH,13461,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,1990-03-21,90.73,82.62,330,291,,,0,MEDIUM,5942,1981,53,FH,Y,COSMOS 1275 DEB,1981-053FH,13461
1977-065EX,10628,DEBRIS,DELTA 1 DEB,US,1977-07-14,AFETR,1990-03-21,89.06,28.94,245,211,,,0,MEDIUM,1,1977,65,EX,Y,DELTA 1 DEB,1977-065EX,10628
1979-017LG,18464,DEBRIS,SOLWIND DEB *,US,1979-02-24,AFWTR,1990-03-21,90.31,97.77,296,283,,,0,SMALL,5942,1979,17,LG,Y,SOLWIND DEB *,1979-017LG,18464
1990-009A,20457,PAYLOAD,COSMOS 2057,CIS,1990-01-25,PKMTR,1990-03-19,89,62.81,275,175,,,0,LARGE,1,1990,9,A,Y,COSMOS 2057,1990-009A,20457
1976-127A,9635,PAYLOAD,MOLNIYA 3-6,CIS,1976-12-28,PKMTR,1990-03-19,89.85,62,310,224,,,0,LARGE,5942,1976,127,A,Y,MOLNIYA 3-6,1976-127A,9635
1981-028BG,13690,DEBRIS,COSMOS 1260 DEB,CIS,1981-03-20,TTMTR,1990-03-18,89.12,64.97,248,214,,5,0,LARGE,6978,1981,28,BG,Y,COSMOS 1260 DEB,1981-028BG,13690
1981-028A,12364,PAYLOAD,COSMOS 1260,CIS,1981-03-20,TTMTR,1990-03-17,87.78,64.96,175,154,,,0,LARGE,5942,1981,28,A,Y,COSMOS 1260,1981-028A,12364
1986-019JH,17553,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,1990-03-17,93.29,98.06,477,394,,,0,SMALL,5942,1986,19,JH,Y,ARIANE 1 DEB,1986-019JH,17553
1981-053FK,13463,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,1990-03-16,90.9,82.77,342,295,,,0,SMALL,5942,1981,53,FK,Y,COSMOS 1275 DEB,1981-053FK,13463
1981-053DE,12761,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,1990-03-16,90.34,82.84,308,274,,,0,MEDIUM,1,1981,53,DE,Y,COSMOS 1275 DEB,1981-053DE,12761
1964-006V,19992,DEBRIS,ELEKTRON 1 DEB *,CIS,1964-01-30,TTMTR,1990-03-15,92.51,62.17,540,256,,,0,,1,1964,6,V,Y,ELEKTRON 1 DEB *,1964-006V,19992
1986-017BV,20415,DEBRIS,MIR DEB,CIS,1986-02-19,TTMTR,1990-03-15,88.95,51.6,227,218,,,0,MEDIUM,1,1986,17,BV,Y,MIR DEB,1986-017BV,20415
1990-022B,20526,ROCKET BODY,SL-11 R/B,CIS,1990-03-14,TTMTR,1990-03-15,87.79,65.01,230,100,,,0,,1,1990,22,B,Y,SL-11 R/B,1990-022B,20526
1981-053HZ,14400,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,1990-03-14,90.45,83.22,314,279,,,0,SMALL,6113,1981,53,HZ,Y,COSMOS 1275 DEB,1981-053HZ,14400
1989-100C,20397,DEBRIS,COSMOS 2053 DEB,CIS,1989-12-27,PKMTR,1990-03-12,88.9,73.54,230,211,,,0,SMALL,6978,1989,100,C,Y,COSMOS 2053 DEB,1989-100C,20397
1965-082MZ,3387,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1965-10-15,AFETR,1990-03-11,90.62,30.71,305,305,,,0,SMALL,5942,1965,82,MZ,Y,TITAN 3C TRANSTAGE DEB,1965-082MZ,3387
1970-085C,6330,DEBRIS,SL-3 DEB,CIS,1970-10-15,PKMTR,1990-03-10,88.88,81.16,228,210,,,0,MEDIUM,5942,1970,85,C,Y,SL-3 DEB,1970-085C,6330
1969-082FL,4467,DEBRIS,THORAD AGENA D DEB,US,1969-09-30,AFWTR,1990-03-10,91.08,70.25,339,316,,,0,MEDIUM,1,1969,82,FL,Y,THORAD AGENA D DEB,1969-082FL,4467
1986-019US,19307,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,1990-03-09,92.87,97.93,450,381,,,0,SMALL,5942,1986,19,US,Y,ARIANE 1 DEB,1986-019US,19307
1989-100E,20408,DEBRIS,COSMOS 2053 DEB,CIS,1989-12-27,PKMTR,1990-03-09,90.2,73.5,292,277,,,0,SMALL,6978,1989,100,E,Y,COSMOS 2053 DEB,1989-100E,20408
1961-015ME,19428,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,1990-03-08,98.8,66.7,791,614,,5,0,MEDIUM,6978,1961,15,ME,Y,THOR ABLESTAR DEB,1961-015ME,19428
1986-017CE,20460,DEBRIS,MIR DEB,CIS,1986-02-19,TTMTR,1990-03-08,88.12,51.59,183,180,,,0,MEDIUM,1,1986,17,CE,Y,MIR DEB,1986-017CE,20460
1966-056E,8064,DEBRIS,PAGEOS 1 DEB,US,1966-06-24,AFWTR,1990-03-08,177.77,84.28,6019,2171,,4,0,LARGE,5942,1966,56,E,Y,PAGEOS 1 DEB,1966-056E,8064
1986-044D,16789,ROCKET BODY,SL-12 R/B(AUX MOTOR),CIS,1986-06-10,TTMTR,1990-03-07,90.77,46.86,523,101,,,0,LARGE,1,1986,44,D,Y,SL-12 R/B(AUX MOTOR),1986-044D,16789
1990-012H,20486,DEBRIS,SL-8 DEB,CIS,1990-02-06,PKMTR,1990-03-07,93.62,65.71,739,165,,,0,LARGE,1,1990,12,H,Y,SL-8 DEB,1990-012H,20486
1986-019TQ,18674,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,1990-03-06,92.34,98.41,406,373,,,0,SMALL,1,1986,19,TQ,Y,ARIANE 1 DEB,1986-019TQ,18674
1990-012E,20483,DEBRIS,SL-8 DEB,CIS,1990-02-06,PKMTR,1990-03-06,92.56,65.79,635,164,,,0,MEDIUM,1,1990,12,E,Y,SL-8 DEB,1990-012E,20483
1990-012F,20484,DEBRIS,SL-8 DEB,CIS,1990-02-06,PKMTR,1990-03-06,91.58,65.84,548,156,,,0,MEDIUM,1,1990,12,F,Y,SL-8 DEB,1990-012F,20484
1990-012K,20490,DEBRIS,SL-8 DEB,CIS,1990-02-06,PKMTR,1990-03-06,92.03,65.83,584,164,,,0,MEDIUM,1,1990,12,K,Y,SL-8 DEB,1990-012K,20490
1990-012C,20481,DEBRIS,SL-8 DEB,CIS,1990-02-06,PKMTR,1990-03-05,91.56,65.78,541,161,,,0,,1,1990,12,C,Y,SL-8 DEB,1990-012C,20481
1990-012G,20485,DEBRIS,SL-8 DEB,CIS,1990-02-06,PKMTR,1990-03-05,98.06,65.77,1158,174,,,0,,1,1990,12,G,Y,SL-8 DEB,1990-012G,20485
1990-012L,20492,DEBRIS,SL-8 DEB,CIS,1990-02-06,PKMTR,1990-03-05,92.07,65.62,592,160,,,0,SMALL,1,1990,12,L,Y,SL-8 DEB,1990-012L,20492
1986-017BW,20416,DEBRIS,MIR DEB,CIS,1986-02-19,TTMTR,1990-03-04,88.27,51.6,197,181,,,0,MEDIUM,1,1986,17,BW,Y,MIR DEB,1986-017BW,20416
1986-017BZ,20418,DEBRIS,MIR DEB,CIS,1986-02-19,TTMTR,1990-03-04,87.79,51.61,168,162,,,0,MEDIUM,1,1986,17,BZ,Y,MIR DEB,1986-017BZ,20418
1990-019A,20512,PAYLOAD,STS 36,US,1990-02-28,AFETR,1990-03-04,89.03,61.99,238,216,,,0,,1,1990,19,A,Y,STS 36,1990-019A,20512
1968-070A,3347,PAYLOAD,COSMOS 236,CIS,1968-08-27,TTMTR,1990-03-04,87.31,56.06,146,137,,,0,LARGE,5942,1968,70,A,Y,COSMOS 236,1968-070A,3347
1972-058CL,7945,DEBRIS,DELTA 1 DEB,US,1972-07-23,AFWTR,1990-03-03,89.09,98.9,236,223,,,0,MEDIUM,5942,1972,58,CL,Y,DELTA 1 DEB,1972-058CL,7945
